Fid,Airline,Flight,DateTime,Lat,Lon,Geoaltitude,Lat2,Lon2,Geoaltitude2,Lat3,Lon3,Geoaltitude3,Lat4,Lon4,Geoaltitude4,Lat5,Lon5,Geoaltitude5,Label
10.42.0.211-10.42.0.1-43173-53-17,Vistara,UK-899,20-01-24 20:48,33.80148678,-84.38827515,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,1
10.42.0.42-104.193.88.109-49936-80-6,Vistara,UK-899,20-01-24 20:48,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
172.217.12.130-10.42.0.211-443-46899-6,Vistara,UK-899,20-01-24 20:48,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
192.229.163.180-10.42.0.151-443-33889-6,Indigo,6E-2154,20-01-24 20:48,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
172.217.10.238-10.42.0.151-443-52178-6,Vistara,UK-637,20-01-24 20:48,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
10.42.0.211-104.254.66.16-49778-80-6,Vistara,UK-879,20-01-24 20:48,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
10.42.0.42-23.15.4.8-56513-80-6,Vistara,UK-706,20-01-24 20:48,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
10.42.0.211-52.84.143.103-37747-443-6,Vistara,UK-879,20-01-24 20:48,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
172.217.12.174-10.42.0.211-443-34503-6,SpiceJet,SG-3002,20-01-24 20:48,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
182.22.120.231-10.42.0.151-443-35652-6,Air_India,AI-9887,20-01-24 20:48,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
10.42.0.211-10.42.0.1-41787-53-17,Vistara,UK-683,20-01-24 20:48,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
10.42.0.211-40.117.145.132-45309-443-6,GO_FIRST,G8-1404,20-01-24 20:48,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
202.77.129.150-10.42.0.211-443-44988-6,GO_FIRST,G8-165,20-01-24 20:48,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
10.42.0.151-14.204.144.143-39580-80-6,Air_India,AI-877,20-01-24 20:48,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
10.42.0.42-74.119.119.68-60972-443-6,Air_India,AI-473,20-01-24 20:48,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
10.42.0.211-31.13.65.7-53742-443-6,GO_FIRST,G8-286,20-01-24 20:48,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
140.205.250.8-10.42.0.42-443-49464-6,GO_FIRST,G8-1010,20-01-24 20:48,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
10.42.0.211-10.42.0.1-52927-53-17,Air_India,AI-9939,20-01-24 20:49,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
10.42.0.151-23.22.222.60-49666-443-6,GO_FIRST,G8-213,20-01-24 20:49,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
10.42.0.211-112.73.28.69-51168-80-6,Air_India,AI-403,20-01-24 20:49,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
172.217.6.238-10.42.0.151-443-54113-17,Vistara,UK-811,20-01-24 20:49,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,1
10.42.0.1-10.42.0.42-53-58946-17,Vistara,UK-817,20-01-24 20:49,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
10.42.0.211-54.230.36.186-46315-443-6,Vistara,UK-813,20-01-24 20:49,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
169.45.214.232-10.42.0.211-443-50233-6,Vistara,UK-819,20-01-24 20:49,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
10.42.0.151-10.42.0.1-3332-53-17,Vistara,UK-819,20-01-24 20:49,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,1
10.42.0.211-23.194.141.104-55069-443-6,Vistara,UK-817,20-01-24 20:49,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
222.73.28.96-10.42.0.211-80-41496-6,Vistara,UK-819,20-01-24 20:49,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
172.217.10.74-10.42.0.151-443-38453-6,Vistara,UK-819,20-01-24 20:49,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,1
10.42.0.151-52.192.237.93-46375-443-6,Vistara,UK-801,20-01-24 20:49,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
10.42.0.42-23.208.87.120-57769-80-6,Vistara,UK-807,20-01-24 20:49,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
173.194.175.102-10.42.0.42-443-38606-6,Vistara,UK-801,20-01-24 20:49,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
10.42.0.211-104.244.43.67-51531-443-6,Vistara,UK-815,20-01-24 20:49,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
10.42.0.42-23.206.125.17-44313-80-6,Vistara,UK-809,20-01-24 20:49,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
10.42.0.211-10.42.0.1-34654-53-17,Air_India,AI-479,20-01-24 20:49,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,1
10.42.0.211-23.205.27.180-59853-443-6,GO_FIRST,G8-286,20-01-24 20:49,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
10.42.0.151-72.30.3.43-54237-443-6,Air_India,AI-504,23-02-24 21:56,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,1
10.42.0.211-115.239.210.141-58602-80-6,Air_India,AI-506,23-02-24 21:56,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
10.42.0.42-23.15.4.19-33847-443-6,Air_India,AI-803,23-02-24 21:56,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,33.80158997,-84.38761186,1531.62,0
10.42.0.42-104.192.110.245-35918-80-6,Air_India,AI-807,23-02-24 21:56,33.79893494,-84.39686055,807.72,33.7988333,-84.3976593,800.1,33.79852295,-84.39966319,792.48,33.79829407,-84.40128871,792.48,33.79804191,-84.40309525,784.86,0
10.42.0.211-10.42.0.1-21319-53-17,Air_India,AI-506,23-02-24 21:56,33.7988333,-84.3976593,800.1,33.79852295,-84.39966319,792.48,33.79829407,-84.40128871,792.48,33.79804191,-84.40309525,784.86,33.7978363,-84.40448372,769.62,0
192.229.173.173-10.42.0.151-80-46762-6,Air_India,AI-803,23-02-24 21:56,33.79852295,-84.39966319,792.48,33.79829407,-84.40128871,792.48,33.79804191,-84.40309525,784.86,33.7978363,-84.40448372,769.62,33.79757639,-84.40624237,754.38,0
172.217.3.97-10.42.0.42-443-50578-6,Vistara,UK-833,23-02-24 21:56,33.79829407,-84.40128871,792.48,33.79804191,-84.40309525,784.86,33.7978363,-84.40448372,769.62,33.79757639,-84.40624237,754.38,33.79737854,-84.40762267,754.38,0
10.42.0.211-66.102.255.50-35689-443-6,Vistara,UK-839,23-02-24 21:56,33.79804191,-84.40309525,784.86,33.7978363,-84.40448372,769.62,33.79757639,-84.40624237,754.38,33.79737854,-84.40762267,754.38,33.79715742,-84.40904617,746.76,0
10.42.0.211-106.39.169.66-44283-80-6,Vistara,UK-835,23-02-24 21:57,33.7978363,-84.40448372,769.62,33.79757639,-84.40624237,754.38,33.79737854,-84.40762267,754.38,33.79715742,-84.40904617,746.76,33.796875,-84.41081767,739.14,0
10.42.0.211-31.13.71.36-49300-443-6,Vistara,UK-833,23-02-24 21:57,33.79757639,-84.40624237,754.38,33.79737854,-84.40762267,754.38,33.79715742,-84.40904617,746.76,33.796875,-84.41081767,739.14,33.79655457,-84.41266741,723.9,0
172.217.5.227-10.42.0.211-443-37710-6,Vistara,UK-837,23-02-24 21:57,33.79737854,-84.40762267,754.38,33.79715742,-84.40904617,746.76,33.796875,-84.41081767,739.14,33.79655457,-84.41266741,723.9,33.79637146,-84.41395662,716.28,0
174.35.73.136-10.42.0.211-80-47897-6,Air_India,AI-767,23-02-24 21:57,33.79715742,-84.40904617,746.76,33.796875,-84.41081767,739.14,33.79655457,-84.41266741,723.9,33.79637146,-84.41395662,716.28,33.79605103,-84.41586241,701.04,0
172.217.10.238-10.42.0.211-443-43310-6,Air_India,AI-540,23-02-24 21:57,33.796875,-84.41081767,739.14,33.79655457,-84.41266741,723.9,33.79637146,-84.41395662,716.28,33.79605103,-84.41586241,701.04,33.7958074,-84.41762924,701.04,0
205.204.101.182-10.42.0.211-443-60118-6,Air_India,AI-401,23-02-24 21:57,33.79655457,-84.41266741,723.9,33.79637146,-84.41395662,716.28,33.79605103,-84.41586241,701.04,33.7958074,-84.41762924,701.04,33.79557464,-84.41888809,693.42,1
10.42.0.151-23.67.1.79-50396-443-6,AirAsia,I5-784,23-02-24 21:57,33.79637146,-84.41395662,716.28,33.79605103,-84.41586241,701.04,33.7958074,-84.41762924,701.04,33.79557464,-84.41888809,693.42,33.79534188,-84.42049026,685.8,0
10.42.0.151-10.42.0.1-64950-53-17,Air_India,AI-537,23-02-24 21:57,33.79605103,-84.41586241,701.04,33.7958074,-84.41762924,701.04,33.79557464,-84.41888809,693.42,33.79534188,-84.42049026,685.8,33.79508972,-84.42197216,670.56,0
10.42.0.211-106.11.94.1-42153-443-6,Vistara,UK-835,23-02-24 21:57,33.7958074,-84.41762924,701.04,33.79557464,-84.41888809,693.42,33.79534188,-84.42049026,685.8,33.79508972,-84.42197216,670.56,33.79481506,-84.42354163,670.56,0
239.255.255.250-10.42.0.1-1900-51378-17,Air_India,AI-451,23-02-24 21:57,33.79557464,-84.41888809,693.42,33.79534188,-84.42049026,685.8,33.79508972,-84.42197216,670.56,33.79481506,-84.42354163,670.56,33.79449463,-84.42550348,655.32,0
222.73.28.96-10.42.0.42-80-34044-6,Indigo,6E-7403,23-02-24 21:57,33.79534188,-84.42049026,685.8,33.79508972,-84.42197216,670.56,33.79481506,-84.42354163,670.56,33.79449463,-84.42550348,655.32,33.79426575,-84.42712901,655.32,0
157.240.18.36-10.42.0.211-443-46016-6,Vistara,UK-707,23-02-24 21:57,33.79508972,-84.42197216,670.56,33.79481506,-84.42354163,670.56,33.79449463,-84.42550348,655.32,33.79426575,-84.42712901,655.32,33.79399109,-84.42869848,647.7,0
172.217.10.78-10.42.0.211-443-40744-6,Vistara,UK-737,23-02-24 21:57,33.79481506,-84.42354163,670.56,33.79449463,-84.42550348,655.32,33.79426575,-84.42712901,655.32,33.79399109,-84.42869848,647.7,33.79376221,-84.4302119,632.46,0
10.42.0.151-10.42.0.1-28414-53-17,Air_India,AI-762,23-02-24 21:57,33.79449463,-84.42550348,655.32,33.79426575,-84.42712901,655.32,33.79399109,-84.42869848,647.7,33.79376221,-84.4302119,632.46,33.7935791,-84.4311648,624.84,0
172.217.6.234-10.42.0.211-443-47699-6,Air_India,AI-764,23-02-24 21:57,33.79426575,-84.42712901,655.32,33.79399109,-84.42869848,647.7,33.79376221,-84.4302119,632.46,33.7935791,-84.4311648,624.84,33.79334013,-84.43296432,624.84,0
10.42.0.211-69.147.82.61-46970-443-6,Vistara,UK-847,23-02-24 21:57,33.79399109,-84.42869848,647.7,33.79376221,-84.4302119,632.46,33.7935791,-84.4311648,624.84,33.79334013,-84.43296432,624.84,33.79310737,-84.43439484,609.6,0
10.42.0.211-104.192.110.245-53606-80-6,Air_India,AI-9911,23-02-24 21:57,33.79376221,-84.4302119,632.46,33.7935791,-84.4311648,624.84,33.79334013,-84.43296432,624.84,33.79310737,-84.43439484,609.6,33.79287461,-84.43582535,601.98,0
10.42.0.211-10.42.0.1-29929-53-17,Air_India,AI-9645,23-02-24 21:57,33.7935791,-84.4311648,624.84,33.79334013,-84.43296432,624.84,33.79310737,-84.43439484,609.6,33.79287461,-84.43582535,601.98,33.79273495,-84.43691254,594.36,1
10.42.0.211-104.93.181.98-53478-443-6,Air_India,AI-762,23-02-24 21:57,33.79334013,-84.43296432,624.84,33.79310737,-84.43439484,609.6,33.79287461,-84.43582535,601.98,33.79273495,-84.43691254,594.36,33.79250219,-84.43857193,594.36,0
10.42.0.42-23.206.163.180-38075-443-6,Vistara,UK-747,23-02-24 21:57,33.79310737,-84.43439484,609.6,33.79287461,-84.43582535,601.98,33.79273495,-84.43691254,594.36,33.79250219,-84.43857193,594.36,33.79236254,-84.43971634,586.74,1
203.205.158.62-10.42.0.151-80-53996-6,Vistara,UK-747,23-02-24 21:57,33.79287461,-84.43582535,601.98,33.79273495,-84.43691254,594.36,33.79250219,-84.43857193,594.36,33.79236254,-84.43971634,586.74,33.79217633,-84.44103241,579.12,0
169.47.42.237-10.42.0.211-5222-50749-6,Air_India,AI-465,23-02-24 21:57,33.79273495,-84.43691254,594.36,33.79250219,-84.43857193,594.36,33.79236254,-84.43971634,586.74,33.79217633,-84.44103241,579.12,33.79194357,-84.44274902,571.5,1
10.42.0.211-23.206.166.62-39445-80-6,Air_India,AI-512,23-02-24 21:57,33.79250219,-84.43857193,594.36,33.79236254,-84.43971634,586.74,33.79217633,-84.44103241,579.12,33.79194357,-84.44274902,571.5,33.79174805,-84.44416903,563.88,0
10.42.0.42-52.84.137.241-35720-443-6,Air_India,AI-9915,23-02-24 21:57,33.79236254,-84.43971634,586.74,33.79217633,-84.44103241,579.12,33.79194357,-84.44274902,571.5,33.79174805,-84.44416903,563.88,33.79157115,-84.44538116,563.88,0
10.42.0.151-10.42.0.1-50512-53-17,Air_India,AI-429,23-02-24 21:57,33.79217633,-84.44103241,579.12,33.79194357,-84.44274902,571.5,33.79174805,-84.44416903,563.88,33.79157115,-84.44538116,563.88,33.79133839,-84.44675446,556.26,1
180.76.168.195-10.42.0.211-80-45734-6,Air_India,AI-406,23-02-24 21:57,33.79194357,-84.44274902,571.5,33.79174805,-84.44416903,563.88,33.79157115,-84.44538116,563.88,33.79133839,-84.44675446,556.26,33.79115218,-84.44807053,556.26,0
10.42.0.42-23.194.140.226-54693-80-6,Indigo,6E-2154,23-02-24 21:57,33.79174805,-84.44416903,563.88,33.79157115,-84.44538116,563.88,33.79133839,-84.44675446,556.26,33.79115218,-84.44807053,556.26,33.79101563,-84.44921377,548.64,1
172.217.12.170-10.42.0.42-443-43621-6,Air_India,AI-801,23-02-24 21:57,33.79157115,-84.44538116,563.88,33.79133839,-84.44675446,556.26,33.79115218,-84.44807053,556.26,33.79101563,-84.44921377,548.64,33.79078674,-84.45055903,548.64,0
172.217.10.142-10.42.0.151-443-44148-6,Air_India,AI-411,23-02-24 21:57,33.79133839,-84.44675446,556.26,33.79115218,-84.44807053,556.26,33.79101563,-84.44921377,548.64,33.79078674,-84.45055903,548.64,33.79060364,-84.4519043,541.02,0
172.217.3.106-10.42.0.211-443-45901-6,Vistara,UK-705,23-02-24 21:57,33.79115218,-84.44807053,556.26,33.79101563,-84.44921377,548.64,33.79078674,-84.45055903,548.64,33.79060364,-84.4519043,541.02,33.79040734,-84.45310593,533.4,0
208.80.154.224-10.42.0.211-443-33432-6,Vistara,UK-705,23-02-24 21:58,33.79101563,-84.44921377,548.64,33.79078674,-84.45055903,548.64,33.79060364,-84.4519043,541.02,33.79040734,-84.45310593,533.4,33.79017458,-84.45447922,525.78,0
10.42.0.211-103.235.46.39-55844-80-6,Air_India,AI-885,23-02-24 21:58,33.79078674,-84.45055903,548.64,33.79060364,-84.4519043,541.02,33.79040734,-84.45310593,533.4,33.79017458,-84.45447922,525.78,33.79000854,-84.45565983,518.16,0
10.42.0.211-10.42.0.1-35792-53-17,Air_India,AI-429,23-02-24 21:58,33.79060364,-84.4519043,541.02,33.79040734,-84.45310593,533.4,33.79017458,-84.45447922,525.78,33.79000854,-84.45565983,518.16,33.78977966,-84.45700509,518.16,0
10.42.0.211-10.42.0.1-13102-53-17,Air_India,AI-439,23-02-24 21:58,33.79040734,-84.45310593,533.4,33.79017458,-84.45447922,525.78,33.79000854,-84.45565983,518.16,33.78977966,-84.45700509,518.16,33.78959656,-84.4582943,518.16,0
10.42.0.211-104.97.95.172-59481-80-6,Air_India,AI-885,23-02-24 21:58,33.79017458,-84.45447922,525.78,33.79000854,-84.45565983,518.16,33.78977966,-84.45700509,518.16,33.78959656,-84.4582943,518.16,33.78936768,-84.45969562,502.92,0
172.217.17.99-10.42.0.42-443-35492-6,Air_India,AI-540,23-02-24 21:58,33.79000854,-84.45565983,518.16,33.78977966,-84.45700509,518.16,33.78959656,-84.4582943,518.16,33.78936768,-84.45969562,502.92,33.78918457,-84.46104089,495.3,0
172.217.10.10-10.42.0.211-443-58168-6,Air_India,AI-537,23-02-24 21:58,33.78977966,-84.45700509,518.16,33.78959656,-84.4582943,518.16,33.78936768,-84.45969562,502.92,33.78918457,-84.46104089,495.3,33.78901078,-84.46220398,487.68,0
172.217.10.227-10.42.0.151-443-40921-6,Air_India,AI-885,23-02-24 21:58,33.78959656,-84.4582943,518.16,33.78936768,-84.45969562,502.92,33.78918457,-84.46104089,495.3,33.78901078,-84.46220398,487.68,33.78877801,-84.46380615,480.06,0
172.217.6.227-10.42.0.151-443-58911-6,SpiceJet,SG-1091,23-02-24 21:58,33.78936768,-84.45969562,502.92,33.78918457,-84.46104089,495.3,33.78901078,-84.46220398,487.68,33.78877801,-84.46380615,480.06,33.78859181,-84.46512222,472.44,0
222.73.28.96-10.42.0.42-80-41338-6,SpiceJet,SG-8709,23-02-24 21:58,33.78918457,-84.46104089,495.3,33.78901078,-84.46220398,487.68,33.78877801,-84.46380615,480.06,33.78859181,-84.46512222,472.44,33.78835904,-84.46643829,464.82,0
10.42.0.151-31.13.71.52-37938-443-6,SpiceJet,SG-1089,23-02-24 21:58,33.78901078,-84.46220398,487.68,33.78877801,-84.46380615,480.06,33.78859181,-84.46512222,472.44,33.78835904,-84.46643829,464.82,33.78817749,-84.4676551,464.82,0
10.42.0.211-10.42.0.1-34188-53-17,SpiceJet,SG-8803,23-02-24 21:58,33.78877801,-84.46380615,480.06,33.78859181,-84.46512222,472.44,33.78835904,-84.46643829,464.82,33.78817749,-84.4676551,464.82,33.78798663,-84.46912766,449.58,0
172.217.12.194-10.42.0.211-443-33049-6,SpiceJet,SG-1061,23-02-24 21:58,33.78859181,-84.46512222,472.44,33.78835904,-84.46643829,464.82,33.78817749,-84.4676551,464.82,33.78798663,-84.46912766,449.58,33.7877655,-84.47028958,449.58,0
172.217.3.99-10.42.0.151-80-51787-6,SpiceJet,SG-8157,23-02-24 21:58,33.78835904,-84.46643829,464.82,33.78817749,-84.4676551,464.82,33.78798663,-84.46912766,449.58,33.7877655,-84.47028958,449.58,33.7875824,-84.47163485,441.96,1
10.42.0.211-10.42.0.1-5601-53-17,SpiceJet,SG-1063,23-02-24 21:58,33.78817749,-84.4676551,464.82,33.78798663,-84.46912766,449.58,33.7877655,-84.47028958,449.58,33.7875824,-84.47163485,441.96,33.7875824,-84.47163485,426.72,0
10.42.0.211-10.42.0.1-23054-53-17,SpiceJet,SG-8169,23-02-24 21:58,33.78798663,-84.46912766,449.58,33.7877655,-84.47028958,449.58,33.7875824,-84.47163485,441.96,33.7875824,-84.47163485,426.72,33.78726196,-84.4737088,419.1,0
180.149.136.194-10.42.0.211-80-57384-6,AirAsia,I5-764,23-02-24 21:58,33.7877655,-84.47028958,449.58,33.7875824,-84.47163485,441.96,33.7875824,-84.47163485,426.72,33.78726196,-84.4737088,419.1,33.78707886,-84.47511011,419.1,0
10.42.0.211-10.42.0.1-30632-53-17,Vistara,UK-927,23-02-24 21:58,33.7875824,-84.47163485,441.96,33.7875824,-84.47163485,426.72,33.78726196,-84.4737088,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,0
202.77.129.150-10.42.0.42-80-40130-6,Vistara,UK-975,23-02-24 21:58,33.7875824,-84.47163485,426.72,33.78726196,-84.4737088,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,0
10.42.0.42-111.221.77.148-46360-40010-17,Vistara,UK-993,23-02-24 21:58,33.78726196,-84.4737088,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,0
180.163.15.184-10.42.0.151-80-43037-6,Vistara,UK-951,23-02-24 21:58,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,0
10.42.0.211-54.243.33.165-59462-443-6,Vistara,UK-933,23-02-24 21:58,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,0
180.149.136.194-10.42.0.211-443-54898-6,Vistara,UK-985,23-02-24 21:58,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,0
192.229.173.173-10.42.0.211-443-50766-6,Vistara,UK-953,23-02-24 21:58,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,0
10.42.0.151-10.42.0.1-49919-53-17,Vistara,UK-943,23-02-24 21:58,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,0
156.154.200.36-10.42.0.42-443-60923-6,Vistara,UK-995,23-02-24 21:58,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,0
10.42.0.211-121.12.98.62-40979-80-6,Vistara,UK-977,23-02-24 21:58,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,0
10.42.0.211-104.244.43.3-43875-443-6,Vistara,UK-963,23-02-24 21:58,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,1
10.42.0.42-119.146.74.33-47278-443-6,Vistara,UK-945,23-02-24 21:58,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,0
172.217.6.226-10.42.0.151-443-53485-6,Vistara,UK-941,23-02-24 21:58,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,0
10.42.0.42-31.13.80.5-53686-443-6,Vistara,UK-955,23-02-24 21:59,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,33.78707886,-84.47511011,419.1,0
